"Player","Team","Position","Rk","Status","Opponent","Salary","Score","% Owned","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"Gary Neal","ATL","PG,SG,G,Flx","1100","FA","@MIA Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jameer Nelson","(N/A)","PG,G,Flx","1101","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Spencer Nelson","(N/A)","SF,PF,F,Flx","1102","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Nevill","IND","C,Flx","1103","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Landry Nnoko","(N/A)","C,Flx","1104","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andres Nocioni","PHI","SF,PF,F,Flx","1105","FA","DEN Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Steve Novak","MIL","SF,PF,F,Flx","1106","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"JJ O'Brien","(N/A)","SF,F,Flx","1107","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Johnny O'Bryant III","NY","PF,F,Flx","1108","FA","@POR Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lukasz Obrzut","IND","C,Flx","1109","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Daniel Ochefu","BOS","C,Flx","1110","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greg Oden","(N/A)","C,Flx","1111","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Norense Odiase","(N/A)","C,Flx","1112","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lamar Odom","NY","SF,PF,F,Flx","1113","FA","@POR Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Emeka Okafor","PHI","C,Flx","1114","FA","DEN Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mehmet Okur","POR","C,Flx","1115","FA","NY Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nuni Omot","(N/A)","SF,F,Flx","1116","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Arinze Onuaku","ORL","PF,F,Flx","1117","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Romero Osby","ORL","SF,PF,F,Flx","1118","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yakuba Ouattara","BKN","SG,G,Flx","1119","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bo Outlaw","ORL","PF,F,Flx","1120","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Outlaw","(N/A)","SF,PF,F,Flx","1121","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tariq Owens","(N/A)","PF,F,Flx","1122","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Paige","(N/A)","PG,G,Flx","1123","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Palmer Jr.","(N/A)","SG,G,Flx","1124","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kevin Palmer","WAS","SG,G,SF,F,Flx","1125","FA","@CHA Tue 7:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bubu Palo","(N/A)","PG,G,Flx","1126","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Georgios Papagiannis","POR","C,Flx","1127","FA","NY Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kostas Papanikolaou","DEN","SF,PF,F,Flx","1128","FA","@PHI Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nikola Pekovic","MIN","C,Flx","1129","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kleon Penn","(N/A)","C,Flx","1130","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Perkins","(N/A)","PG,G,Flx","1131","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"London Perrantes","(N/A)","PG,G,Flx","1132","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lamar Peters","(N/A)","PG,G,Flx","1133","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tarik Phillip","(N/A)","PG,G,Flx","1134","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mickael Pietrus","(N/A)","SG,G,SF,F,Flx","1135","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kavion Pippen","(N/A)","C,Flx","1136","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marshall Plumlee","(N/A)","C,Flx","1137","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Posey","IND","SG,G,SF,F,Flx","1138","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"A.J. Price","PHO","PG,G,Flx","1139","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Pablo Prigioni","(N/A)","PG,SG,G,Flx","1140","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tim Quarterman","HOU","PG,G,Flx","1141","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Quinn","CLE","PG,SG,G,Flx","1142","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Miroslav Raduljica","MIN","C,Flx","1143","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chasson Randle","(N/A)","PG,G,Flx","1144","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shavlik Randolph","DEN","PF,F,Flx","1145","FA","@PHI Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Zach Randolph","DAL","PF,F,C,Flx","1146","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Darius Rice","CLE","SF,PF,F,Flx","1147","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anthony Richardson","NO","SF,PF,F,Flx","1148","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Lawrence Roberts","(N/A)","SF,PF,F,Flx","1149","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Frank Robinson","(N/A)","PG,SG,G,Flx","1150","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Robinson","NO","PG,SG,G,Flx","1151","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Thomas Robinson","(N/A)","PF,F,C,Flx","1152","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Leon Rodgers","(N/A)","SF,PF,F,Flx","1153","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Magnum Rolle","(N/A)","PF,F,C,Flx","1154","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandon Rush","POR","SG,G,SF,F,Flx","1155","FA","NY Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Orlando Sanchez","(N/A)","PF,F,Flx","1156","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Larry Sanders","CLE","PF,F,C,Flx","1157","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Scott","(N/A)","PG,G,Flx","1158","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Shannon Scott","BKN","SG,G,Flx","1159","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tornike Shengelia","CHI","SF,PF,F,Flx","1160","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jordan Sibert","(N/A)","SG,G,Flx","1161","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Xavier Silas","(N/A)","SG,G,Flx","1162","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"DeShawn Sims","BOS","SF,F,Flx","1163","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Singler","(N/A)","SG,G,SF,F,Flx","1164","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Singleton","(N/A)","PF,F,Flx","1165","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Josh Smith","NO","SF,PF,F,Flx","1166","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scoochie Smith","CLE","SG,G,Flx","1167","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Richard Solomon","OKC","PF,F,Flx","1168","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Southerland","(N/A)","SF,F,Flx","1169","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marreese Speights","(N/A)","PF,F,C,Flx","1170","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jonathan Stark","(N/A)","PG,G,Flx","1171","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"D.J. Stephens","MEM","SF,F,Flx","1172","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Elijah Stewart","IND","SG,G,Flx","1173","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Stockton","(N/A)","PG,G,Flx","1174","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarnell Stokes","MEM","PF,F,Flx","1175","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Diamond Stone","(N/A)","C,Flx","1176","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Julyan Stone","(N/A)","SG,G,SF,F,Flx","1177","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rodney Stuckey","IND","PG,SG,G,Flx","1178","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rasheed Sulaimon","(N/A)","SG,G,Flx","1179","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Sullinger","PHO","PF,F,C,Flx","1180","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Bob Sura","HOU","PG,SG,G,Flx","1181","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"BJ Taylor","(N/A)","PG,G,Flx","1182","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donell Taylor","(N/A)","PG,SG,G,Flx","1183","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jermaine Taylor","(N/A)","SG,G,Flx","1184","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marquis Teague","MEM","PG,G,Flx","1185","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mirza Teletovic","MIL","SF,PF,F,Flx","1186","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jared Terrell","(N/A)","PG,G,Flx","1187","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Terry","(N/A)","PG,SG,G,Flx","1188","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hasheem Thabeet","(N/A)","C,Flx","1189","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Adonis Thomas","(N/A)","SF,PF,F,Flx","1190","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Malcolm Thomas","PHI","SF,PF,F,Flx","1191","FA","DEN Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Hollis Thompson","(N/A)","SG,G,SF,F,Flx","1192","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ryan Thompson","(N/A)","SG,G,Flx","1193","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Thornton","BKN","SG,G,SF,F,Flx","1194","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jamaal Tinsley","UTA","PG,G,Flx","1195","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Tisdale","(N/A)","C,Flx","1196","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Mike Tobey","CHA","C,Flx","1197","FA","WAS Tue 7:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Yuki Togashi","(N/A)","PG,G,Flx","1198","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"J.P. Tokoto","NY","SF,F,Flx","1199","FA","@POR Tue 10:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Juan Toscano-Anderson","(N/A)","SF,F,Flx","1200","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Axel Toupane","(N/A)","SG,G,SF,F,Flx","1201","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Travis Trice II","(N/A)","SG,G,Flx","1202","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rayjon Tucker","(N/A)","SF,F,Flx","1203","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Beno Udrih","(N/A)","PG,G,Flx","1204","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Ulis","(N/A)","PG,G,Flx","1205","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Robert Upshaw","(N/A)","C,Flx","1206","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jarrod Uthoff","(N/A)","PF,F,Flx","1207","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Anderson Varejao","GS","PF,F,C,Flx","1208","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Greivis Vasquez","BKN","PG,SG,G,Flx","1209","FA","","1.00","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Rashad Vaughn","ORL","SG,G,SF,F,Flx","1210","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Vinicius","MEM","SF,PF,F,Flx","1211","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jake Voskuhl","(N/A)","C,Flx","1212","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Walden","(N/A)","PG,G,Flx","1213","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Luke Walton","(N/A)","SF,F,Flx","1214","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jason Washburn","(N/A)","C,Flx","1215","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Michael Washington","(N/A)","PF,F,C,Flx","1216","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"David Wear","SAC","PF,F,Flx","1217","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Webb III","(N/A)","SF,F,Flx","1218","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Briante Weber","MIA","PG,G,Flx","1219","FA","ATL Tue 8:00PM","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Corey Webster","(N/A)","PG,G,Flx","1220","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Martell Webster","(N/A)","SG,G,SF,F,Flx","1221","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Charlie Westbrook","(N/A)","SG,G,Flx","1222","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Andrew White III","(N/A)","SF,F,Flx","1223","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James White","(N/A)","SG,G,SF,F,Flx","1224","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Isaiah Whitehead","(N/A)","PG,SG,G,Flx","1225","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Wiggins","MIN","SG,G,Flx","1226","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scottie Wilbekin","(N/A)","PG,G,Flx","1227","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"CJ Wilcox","(N/A)","SG,G,Flx","1228","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jacob Wiley","BKN","PG,G,Flx","1229","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tyler Wilkerson","(N/A)","SF,PF,F,Flx","1230","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Deron Williams","(N/A)","PG,G,Flx","1231","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Derrick Williams","LAL","SF,PF,F,Flx","1232","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Donell Williams","LAC","PG,SG,G,Flx","1233","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Marcus Williams","SAC","PG,G,Flx","1234","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"T.J. Williams","(N/A)","SG,G,Flx","1235","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Kyle Wiltjer","TOR","PF,F,Flx","1236","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeremy Wise","(N/A)","PG,G,Flx","1237","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Todd Withers","(N/A)","PF,F,Flx","1238","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Wesley Witherspoon","(N/A)","SG,G,SF,F,Flx","1239","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Jeff Withey","DAL","C,Flx","1240","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nate Wolters","UTA","PG,G,Flx","1241","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Scott Wood","(N/A)","SF,F,Flx","1242","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Loren Woods","CLE","C,Flx","1243","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Brandan Wright","HOU","PF,F,C,Flx","1244","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Chris Wright","OKC","SF,PF,F,Flx","1245","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Dorell Wright","(N/A)","SG,G,SF,F,Flx","1246","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joel Wright","(N/A)","SF,F,Flx","1247","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Tony Wroten","(N/A)","PG,SG,G,Flx","1248","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Khalif Wyatt","(N/A)","PG,G,Flx","1249","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Ding Yanyuhang","(N/A)","SF,F,Flx","1250","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Gabe York","(N/A)","PG,G,Flx","1251","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"James Young","MIL","SG,G,Flx","1252","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Joe Young","(N/A)","PG,SG,G,Flx","1253","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Patric Young","NO","PF,F,Flx","1254","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Sun Yue","(N/A)","SF,PF,F,Flx","1255","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Talib Zanna","(N/A)","PF,F,Flx","1256","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Nick Zeisloft","IND","PG,G,Flx","1257","FA","","1.00","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
